need help chrome gets stuck and does not open amy web page.	__FROM__ 	Chrome	problem discovery
unable to delete bookmarked content.	__FROM__ 	Chrome	problem discovery
I tried to apply the recommend settings to turn off Adchoice but it didnt work.	__FROM__ 	Chrome	problem discovery
this web browser REFUSES to open wifi login pages on older devices no matter what settings or options you select.	__FROM__ 	Chrome	problem discovery
just can't update the app so that I can start my beta testing.	__FROM__ 	Chrome	problem discovery
after unbookmark bookmarked content it automatically retrieved again and again...	__FROM__ 	Chrome	problem discovery
i need to upgrade chorme for allow all connections with apps pay accounts drive open pay accounts apps from this phone allow with to veiw account with out passwords to access them google read drive if im checking from this device or use face	__FROM__ 	Chrome	problem discovery
in given box and also not able to enter given captcha so pls!	__FROM__ 	Chrome	problem discovery
Really nice app but how can I turn off notifications/vibration?	__FROM__ 	Chrome	problem discovery
Please fix your algorithms so denialists can't game it.	__FROM__ 	Chrome	problem discovery
i can't download images from Chromebook	__FROM__ 	Chrome	problem discovery
Can't even rearrange tabs!	__FROM__ 	Chrome	problem discovery
Not good at all always has a spam real problem with this app I hope you will repair it developer	__FROM__ 	Chrome	problem discovery
i refuse to change my review until you guys fix your stuff.	__FROM__ 	Chrome	problem discovery
But it doesnt work now....	__FROM__ 	Chrome	problem discovery
over loads and slow running!	__FROM__ 	Chrome	problem discovery
Todays update messed up online streaming in chrome and other apps.	__FROM__ 	Chrome	problem discovery
i am facing unexpected opening of new tab from nowhere even after restarting device.	__FROM__ 	Chrome	problem discovery
Tried updating app, uninstall re install but no luck.	__FROM__ 	Chrome	problem discovery
In this newer version there is no way to delete or remove the video file or any other file which is not downloaded completely.	__FROM__ 	Chrome	problem discovery
i keep trying to sign into my personal accounts and they wont let me sign in even though I entered the right passwords	__FROM__ 	Chrome	problem discovery
never works half the time and I go to do paperwork stops in the middle of it	__FROM__ 	Chrome	problem discovery
it is good but when i download song at first is starts then i have to download pls fix it.	__FROM__ 	Chrome	problem discovery
Why are full page websites opening over the page I'm viewing and I can't even close them or get to another tab?	__FROM__ 	Chrome	problem discovery
I can no longer bookmark webpages since this last update.	__FROM__ 	Chrome	problem discovery
I like the app, but some sites won't work correctly.	__FROM__ 	Chrome	problem discovery
unable to use gmail as it keep crashing, recently updated to android p	__FROM__ 	Gmail	problem discovery
But after latest update you can see in the notification area that gmail is constantly syncing.	__FROM__ 	Gmail	problem discovery
Forwarding emails with attachments does not include the attachment.	__FROM__ 	Gmail	problem discovery
If the attachment is a file like a pdf for example it does not get forwarded.	__FROM__ 	Gmail	problem discovery
hello sir plzzz one option put in the gmail all mail select for delete	__FROM__ 	Gmail	problem discovery
Extremely useful when it actually works, but unfortunately it's incredibly unstable.	__FROM__ 	Gmail	problem discovery
This is on a Moto E5 Plus, so it could be more of a device issue.	__FROM__ 	Gmail	problem discovery
Issue with File Uploads | I have had to uninstall and reinstall this app twice due to file uploads sitting in the outbox forever.	__FROM__ 	Gmail	problem discovery
Doesn't sync with Yahoo Mail.	__FROM__ 	Gmail	problem discovery
It's great for friends or business but not notifications	__FROM__ 	Gmail	problem discovery
............ emails are not pushed on time	__FROM__ 	Gmail	problem discovery
Have tried all recommended forces and still have huge problems.	__FROM__ 	Gmail	problem discovery
Can't open files .	__FROM__ 	Gmail	problem discovery
It crashes upon opening, writing a reply, sending a reply, saving a draft, you name it.	__FROM__ 	Gmail	problem discovery
crashes more than ever, effectively unusable.	__FROM__ 	Gmail	problem discovery
My Gmail application is not working....It is not syncing with my google account	__FROM__ 	Gmail	problem discovery
im not able to see my messages that are on Gmail.	__FROM__ 	Gmail	problem discovery
please fix this.	__FROM__ 	Gmail	problem discovery
i couldnt find my mailbox in mobile	__FROM__ 	Gmail	problem discovery
wrong number of unread email!	__FROM__ 	Gmail	problem discovery
Just changed to new phone Samsung s9 now no notification.	__FROM__ 	Gmail	problem discovery
i cant get emails to sync.	__FROM__ 	Gmail	problem discovery
I'm unable to send emails with attachments since few days, sent a feedback (there is 'complaint' option!!)	__FROM__ 	Gmail	problem discovery
It gets stuck in the outbox often for as long as 24 hours for no apparent reason, burning through my data leaving me frustrated, angry.	__FROM__ 	Gmail	problem discovery
Gmail crashes suddenly when I open it and it has not sent me the reason for the crash	__FROM__ 	Gmail	problem discovery
So fed up with gmail not sending.	__FROM__ 	Gmail	problem discovery
i never had this problem with this app on the iPhone 6.	__FROM__ 	Gmail	problem discovery
There is always something wrong every time i use gmail I'm receiving replies saying email incorrect	__FROM__ 	Gmail	problem discovery
Mireover, when im using this e-mail on several sites for example for recovering pass etc, i dont receive the message.	__FROM__ 	Gmail	problem discovery
NOT able to download files after update	__FROM__ 	Gmail	problem discovery
attached picture not show when in Internet mobile mode.	__FROM__ 	Gmail	problem discovery
i cant open some data	__FROM__ 	Gmail	problem discovery
Get 'Correct credentials needed' error, but 'Sign in' doesn't work.	__FROM__ 	Gmail	problem discovery
Despite changing to non conversation mode in general settings the account keeps going back to conversation mode.	__FROM__ 	Gmail	problem discovery
This is for the recent bug which keeps the videos on Instagram playing even after we swipe up or down from it and later numerous videos when viewed keep on playing all at a time creating a chaos .	__FROM__ 	Instagram	problem discovery
second, only one of my accounts can send voice messages in DM's.	__FROM__ 	Instagram	problem discovery
My instagram was working absoltuley fine but from this morning it is not logging in my account	__FROM__ 	Instagram	problem discovery
first being, I can not unfollow certain tags, or accounts.	__FROM__ 	Instagram	problem discovery
After the new update the app is often close by it self	__FROM__ 	Instagram	problem discovery
Unable to Hear Notificatiin Sound after Update on my Xiaomi Device	__FROM__ 	Instagram	problem discovery
Sometimes not responding but still Fav.	__FROM__ 	Instagram	problem discovery
Cant post anything on my account.	__FROM__ 	Instagram	problem discovery
in this new update no video in the app will play	__FROM__ 	Instagram	problem discovery
when you try to download your adhar card using chrome..then it fail because you can't enter your adhar no.	__FROM__ 	Instagram	problem discovery
"For now there's a bug I see which is the black bar at the bottom that says ""switched account to ____"" it doesnt disappear.."	__FROM__ 	Instagram	problem discovery
"i like instagram alot, till now its been best but..... today as i opend my instagram it showed a msg ""oops, error occured"" as soon as i logged in and im unable to use so i tried uninstalling and then installing again and then i was on my 2G connection my instagram downloaded within 3 sec and its same issue and i asked my friends its same with them too, i hope it is safe and our accs are safe, also please fix it as soon as possible."	__FROM__ 	Instagram	problem discovery
Broken, keeps playing a video on repeat even after I scroll past it.	__FROM__ 	Instagram	problem discovery
"Nothing is shown no picture no video all I see is a blank screen that says ""tap to load"" I tap it it doesn't load..."	__FROM__ 	Instagram	problem discovery
there is a problem with story's	__FROM__ 	Instagram	problem discovery
recently, my phone keeps glitching while texting friends.	__FROM__ 	Instagram	problem discovery
also, when i store on sd card to free space on my phone; uninstalls after a few weeks and/or fries the whole card.	__FROM__ 	Instagram	problem discovery
I also cant change group names properly, can only view half of my gallery, pictures send as black and white and so much more.	__FROM__ 	Instagram	problem discovery
When I want to upload a photo it doesn't show anything it just shows blank photos like the wifi isn't working but everything else is fine.	__FROM__ 	Instagram	problem discovery
Instagram keeps freezing at start up.	__FROM__ 	Instagram	problem discovery
love the app and idea of it, but it crashes a lot!	__FROM__ 	Instagram	problem discovery
Day to day update not available	__FROM__ 	Instagram	problem discovery
I don't have 'send to story' button.	__FROM__ 	Instagram	problem discovery
bad experience ever updated.......Sometimes did not showing active status and not showing displaypicture and servers were too down......plz fix it	__FROM__ 	Instagram	problem discovery
It doesn't show me the music button when I add a question sticker	__FROM__ 	Instagram	problem discovery
always freezing and crashing and taking too long to send messages	__FROM__ 	Instagram	problem discovery
not working, coundn't open the apps	__FROM__ 	Instagram	problem discovery
it keeps freezing everytime i open it....	__FROM__ 	Instagram	problem discovery
it loads stuff waaaaay too long.	__FROM__ 	Instagram	problem discovery
please soultion my problem	__FROM__ 	Instagram	problem discovery
there's a bug nd no one is responding..	__FROM__ 	Instagram	problem discovery
not able to edit the story	__FROM__ 	Instagram	problem discovery
This is an amazing app but the problem is sometimes the posts get shuffle up & shows the posts of previous weeks ... i just want u to solve this coz i can't see the recently posted pictures!	__FROM__ 	Instagram	problem discovery
it doesn't even open sometimes, it'll be stuck on the home screen without any indication if its working and then crashes.	__FROM__ 	Instagram	problem discovery
it crashes everytime I open it.	__FROM__ 	Instagram	problem discovery
my posts and insta stories cannot work.	__FROM__ 	Instagram	problem discovery
POS app crashes when opened 4/5 times.	__FROM__ 	Instagram	problem discovery
The size of this application increase everytime i open and watch some video..make my phone slow and out of space pls fix it,i cant upload photo and video	__FROM__ 	Instagram	problem discovery
i can't open dm please make it back to normal please!it will looks good	__FROM__ 	Instagram	problem discovery
The text area used to appear above my keyboard.	__FROM__ 	Instagram	problem discovery
After the new update it just freezes and do not open.	__FROM__ 	Instagram	problem discovery
My Application not install.	__FROM__ 	Instagram	problem discovery
When I try and reply to comments, my keyboard covers the text area and I can't see what I'm typing.	__FROM__ 	Instagram	problem discovery
I also cannot edit my pictures.	__FROM__ 	Instagram	problem discovery
The Instagram stories are always zoomed in, so I'm not able to see the full content of each story.	__FROM__ 	Instagram	problem discovery
great but some upload issue full picture not be updated ... only 1.1	__FROM__ 	Instagram	problem discovery
Slower, buggier, worse.	__FROM__ 	Instagram	problem discovery
"crashes every time i try to access my gallery ""android.process.media.has stopped > x close app"""	__FROM__ 	Instagram	problem discovery
In Recent Time Whatever The Videos I Post In Stories Or In Newsfeeds Gets Crash.	__FROM__ 	Instagram	problem discovery
delays in texts and keeps being fucking annoying	__FROM__ 	Instagram	problem discovery
It gets stuck at one pic and doesn't move at all.	__FROM__ 	Instagram	problem discovery
now it just freezes when I open it.	__FROM__ 	Instagram	problem discovery
"In the last 2 days app is constantly giving me the ""app is not responding"" pop up constantly."	__FROM__ 	Instagram	problem discovery
Since FB bought it I find it freezes every day.	__FROM__ 	Instagram	problem discovery
Cant add anything to my bio now.	__FROM__ 	Instagram	problem discovery
This app is consistently restricting my use and shadow banning me for unjustified reasons.	__FROM__ 	Instagram	problem discovery
my account was blocked at nothing any reason	__FROM__ 	Instagram	problem discovery
I want to follow but it shows 0 again after following One_stop_destination is my page name Please fix	__FROM__ 	Instagram	problem discovery
It crashes a lot and slows the cellphone	__FROM__ 	Instagram	problem discovery
my app doesnt work at all	__FROM__ 	Instagram	problem discovery
This app does not work properly for google pixel phones.	__FROM__ 	Instagram	problem discovery
After the update, its hard to watch videos and gifs others posted.	__FROM__ 	Instagram	problem discovery
love it so much but when u put up a post u cant add more pics to an old post plz fix this thx	__FROM__ 	Instagram	problem discovery
Not working with Android P. Forced algorithm feeds suck, I'd give negative stars if I could.	__FROM__ 	Instagram	problem discovery
They DON'T work!!!	__FROM__ 	Instagram	problem discovery
it cannot be redownloded ...ðŸ˜­ðŸ˜­it shows download pending frm one mnthðŸ˜‘	__FROM__ 	Instagram	problem discovery
my sound keeps getting stuck on an audio loop even when I close the app It will keep playing until I close background apps plus fix asap	__FROM__ 	Instagram	problem discovery
sometime can't find all picture in the folder.	__FROM__ 	Instagram	problem discovery
my post got deleted for no reason now my hashtags dont work.	__FROM__ 	Instagram	problem discovery
The people who view the posts has become 70 percent less.. Not all people can see the post	__FROM__ 	Instagram	problem discovery
so slow.	__FROM__ 	Instagram	problem discovery
It also just crashed my app ...again ðŸ˜‘	__FROM__ 	Instagram	problem discovery
freezes occasionally when refreshing feed.	__FROM__ 	Instagram	problem discovery
i can't use Question, poll, countdown	__FROM__ 	Instagram	problem discovery
App is force closing randomly for whatever reason	__FROM__ 	Instagram	problem discovery
I requested a verification and it doesn't work	__FROM__ 	Instagram	problem discovery
it's been glitching a lot	__FROM__ 	Instagram	problem discovery
Update still doesn't fix quality!	__FROM__ 	Instagram	problem discovery
i cant select any image from my story ......fix it	__FROM__ 	Instagram	problem discovery
right now it sucks it was Great but it gets stuck it doesnt want load i uminstalled refreshed & my phone is new so.i dont know what else to do..but its irrating	__FROM__ 	Instagram	problem discovery
I have to make my keboard go away to put the cursor where I need it, and the keyboard pops up over everything again.	__FROM__ 	Instagram	problem discovery
I also cannot find my archives.	__FROM__ 	Instagram	problem discovery
Please fix this ASAP.	__FROM__ 	Instagram	problem discovery
It's freezing as soon as i open it, even my friends and brothers are experiencing the same, you have to open and close 10 times to make this app work, otherwise it's just freezes on the home page of the app, cant even scroll , even tried reinstalling..	__FROM__ 	Instagram	problem discovery
I don't have option for polls or questions.	__FROM__ 	Instagram	problem discovery
I hate it now I need it fixed	__FROM__ 	Instagram	problem discovery
I can't video chat or see live things from my friends so please fix these things	__FROM__ 	Instagram	problem discovery
Am unable to follow people..	__FROM__ 	Instagram	problem discovery
It's great.....but a bunch of my post never actually go through and i have to uninstal and reinstal for it to even let me get to my other accounts	__FROM__ 	Instagram	problem discovery
It's not able to call	__FROM__ 	Instagram	problem discovery
or especially when you keep on recording story and then the screen sleeps and the stories gets canceled, it really annoys and I don't know why it's not fixed until the moment!	__FROM__ 	Instagram	problem discovery
i'm not getting filters option in my mobile	__FROM__ 	Instagram	problem discovery
Asus max pro m1 is still not stable for Instagram from the day i started using this phone it's not stable till now.	__FROM__ 	Instagram	problem discovery
The app is not downloading.	__FROM__ 	Instagram	problem discovery
Horrendous sound glitches to the point I exit the app and videos are continuing to play.	__FROM__ 	Instagram	problem discovery
It doesn't show me the music button when I add a question sticker	__FROM__ 	Instagram	problem discovery
it has been freezing up really badly	__FROM__ 	Instagram	problem discovery
Sometimes i can't see the msg i received	__FROM__ 	Instagram	problem discovery
its better but i didn't get music story also the swipe up story features but i updating wehen its notified me but still i didn't get	__FROM__ 	Instagram	problem discovery
app seems to hang a lot lately	__FROM__ 	Instagram	problem discovery
much more lags problem issues this update	__FROM__ 	Instagram	problem discovery
Posts in my story won't appear in the hashtag stories.	__FROM__ 	Instagram	problem discovery
I do not have the poll option or the heart face option (yes, i have the most up to date version).	__FROM__ 	Instagram	problem discovery
I don't have the option of copy link, please fix it	__FROM__ 	Instagram	problem discovery
It vibrates but no sounds for DMs, on both phones.(I've tried it on both my phones.Nexus 5 and Samsung SM-G360H).	__FROM__ 	Instagram	problem discovery
I am facing an issue where I am trying to refresh the feed and only the stories are getting updated not the posts...I am seeing only the same sequence of posts since yesterday (exactly 24 hours+).I am unable to see the new posts.I have tried many options like uninstalling and reinstalling the app, switching mobile phone off and literally I formatted my phone too.	__FROM__ 	Instagram	problem discovery
it lags when i view a story please fix	__FROM__ 	Instagram	problem discovery
once i did the uprgade it didnt open, help	__FROM__ 	Instagram	problem discovery
On one of my accounts @ and # don't link in my bio, I've updated, logged out and back in again and it doesn't work still (it works on my second account)	__FROM__ 	Instagram	problem discovery
i can't create my account	__FROM__ 	Instagram	problem discovery
update option is not available to me..	__FROM__ 	Instagram	problem discovery
the new update sucks, i've updated instagram and now when i'm typing i can't even see what i'm writing smh	__FROM__ 	Instagram	problem discovery
It was all fine till last week but recently all the videos on Insta are so blurry in the start and after around 20 seconds it becomes okay ... i request u toplease fix this...	__FROM__ 	Instagram	problem discovery
please update Instagram for the mate 20 seareas there is a problem on notifications.. it cames always and when the user click it it becomes blank	__FROM__ 	Instagram	problem discovery
Clicking one tweet sometimes loads the one below it.	__FROM__ 	Twitter	problem discovery
This app is not forgot password or not long in my account please solve this problem	__FROM__ 	Twitter	problem discovery
follow page, receive news, and talk with friends and your favorites artists, models, Actress, video games, twitch and mixer streamers, etc.. Hope they fix to be able send tweets to who I follow and be able to share tweets too.	__FROM__ 	Twitter	problem discovery
When u going to fix that.	__FROM__ 	Twitter	problem discovery
I can't make a new account	__FROM__ 	Twitter	problem discovery
Have to swipe more up or down to close image or video, which is very irritating, in earlier version it was easy, longer swipe defects the purpose of not using back button.	__FROM__ 	Twitter	problem discovery
Since I updated to the latest version, i cannot load timeline.	__FROM__ 	Twitter	problem discovery
SAME PROBLEM, BUT NO SOLUTION PROVIDED YET!!When you click from notification bar, it does not take you to the specific tweet	__FROM__ 	Twitter	problem discovery
Keeps crashing on my Acer tablet, nothing stops that when I scroll	__FROM__ 	Twitter	problem discovery
Please fix it asap!	__FROM__ 	Twitter	problem discovery
i hope you can fix it soon.	__FROM__ 	Twitter	problem discovery
The app is very good, but it won't let me see the full list of who I'm following, and since the new update when you click on to the media bit on a profile it is now coming up as a tweet rather than photo	__FROM__ 	Twitter	problem discovery
uninstalling and reinstalling wont work.	__FROM__ 	Twitter	problem discovery
It constantly glitches and shuts down.	__FROM__ 	Twitter	problem discovery
LOADs too slow but its a better app hv ever seen...	__FROM__ 	Twitter	problem discovery
Ever since the update my notifications are stuck.	__FROM__ 	Twitter	problem discovery
I can't open the post.	__FROM__ 	Twitter	problem discovery
Misleading home button closes app.	__FROM__ 	Twitter	problem discovery
Can't play videos, fix it.	__FROM__ 	Twitter	problem discovery
"The page simply says ""Something went wrong""."	__FROM__ 	Twitter	problem discovery
Everything else I'd fine, but murder on battery when not in use.	__FROM__ 	Twitter	problem discovery
Would give it 4 stars but every time it needs an update my notifications for twitter don't work properly and I have to download the update to fix it and that is a problem because I'm running out of storage space on my device I'm using and I need to see my notifications	__FROM__ 	Twitter	problem discovery
Turn Off retweet option is still not working properly.	__FROM__ 	Twitter	problem discovery
It's good but lately I haven't been able to get any notifications at all!!	__FROM__ 	Twitter	problem discovery
I can't upload my profile picture	__FROM__ 	Twitter	problem discovery
I cannot receive any tweets, notifications or see who I am following.	__FROM__ 	Twitter	problem discovery
Does not load search results, search tabs Top tweets and All tweets don't work at all.	__FROM__ 	Twitter	problem discovery
i updated this app and now iam unable to use the reply or mute button.	__FROM__ 	Twitter	problem discovery
Twitter last update and earlier crashes every time I deal with bookmarked videos especially when removing it from bookmark after I had watched it.	__FROM__ 	Twitter	problem discovery
Slow to Loading for pictures and videos.	__FROM__ 	Twitter	problem discovery
Does not refresh my feed anymore since the phone was updated to Android Pie.	__FROM__ 	Twitter	problem discovery
Crash often happened in detail page, one month past, not fixed.	__FROM__ 	Twitter	problem discovery
follow page, receive news, and talk with friends and your favorites artists, models, Actress, video games, twitch and mixer streamers, etc.. Hope they fix to be able send tweets to who I follow and be able to share tweets too.	__FROM__ 	Twitter	problem discovery
can't open my account....kyaa app hai verification karne ke baad bhi acoount open ni ho rhaa.	__FROM__ 	Twitter	problem discovery
Even though I've seen them, the notifications dot is still stuck!	__FROM__ 	Twitter	problem discovery
It would sometimes crash whenever I play videos for long time.	__FROM__ 	Twitter	problem discovery
"Twitter doesn't let me to read the thread like it says ""failed to load tweet""."	__FROM__ 	Twitter	problem discovery
I restarted my phone and suddenly my account logged out.	__FROM__ 	Twitter	problem discovery
The app simply crashes when I try to tweet.	__FROM__ 	Twitter	problem discovery
Can't able to change DP by choose existing phoyos in galary.	__FROM__ 	Twitter	problem discovery
Your app seems to be drawing my battery quite fast whenever I'm not using it.	__FROM__ 	Twitter	problem discovery
Just goes back to the home page anytime I try to add something.	__FROM__ 	Twitter	problem discovery
It won't even let me setup my profile.	__FROM__ 	Twitter	problem discovery
I've been trying to register on Twitter for months now but at the part where I need to enter my number and they SMS/Call me, a technical error keeps coming up and I cannot proceed.	__FROM__ 	Twitter	problem discovery
Please fix this immediately, thank you.	__FROM__ 	Twitter	problem discovery
it will not let me past my password to start working it says something went wrong and it will not let me move forward !	__FROM__	Uber	problem discovery
account has been disabled for a month without any progress from customer support other then .	__FROM__	Uber	problem discovery
Not a good application useless ... too many issues in app..	__FROM__	Uber	problem discovery
"I can not login , it keeps saying ""  something went wrong , try again later """	__FROM__	Uber	problem discovery
Also can not see an option to request baby seat for my trip .	__FROM__	Uber	problem discovery
Found some info o about uber family profiles but it is nowhere to be found in the app .	__FROM__	Uber	problem discovery
I really loved the application and used it often , I mistakenly logged out and I can not log in again , I trued with my other number but I still can not log in .	__FROM__	Uber	problem discovery
Update : After posting this my driver did find me on his own recognizance and return the bag , but I am still annoyed that a mysterious technical issue left me uncertain if I would get it back .	__FROM__	Uber	problem discovery
No response from chat support and I had a flight to catch so I wound up leaving the bag behind .	__FROM__	Uber	problem discovery
application is complete trash , always taking my driver to another block far from where i am at plus uber cash is not working .	__FROM__	Uber	problem discovery
significant issues with GPS location and with the way the car avatar does not even move or update on the application .	__FROM__	Uber	problem discovery
One of my friends leftover his two jackets inside the cab , and after losing them he was trying to contact with the driver for several times but every time he cuts his calls , or it was just ringing ... did n't expect that kind of behavior .	__FROM__	Uber	problem discovery
The only way to update driver 's location is close application and open again .	__FROM__	Uber	problem discovery
I had an issue where my driver 's icon went in a circle for 10 min until I cancelled .	__FROM__	Uber	problem discovery
Could n't recognize my phone number I have had for 12 years , or email address I have had for 18 years .	__FROM__	Uber	problem discovery
I am not getting UPI as payment option in the application	__FROM__	Uber	problem discovery
"hi team i am unable to add ""  google pay ""  as my payment method option even after upgrading several times my uber application an uninstslling it back .. could u help me how to add it ."	__FROM__	Uber	problem discovery
While using my gift card it will not let me get rides .	__FROM__	Uber	problem discovery
i can not delete a card payment method ... i never signed up for ubereats ... and now it says if i want to delete my card i have to delete ubereats account ... and ubereats account is not deleting either ... 1 penny of fraud u do ... and i will sue your company ... deleted my entire account u fraudster	__FROM__	Uber	problem discovery
Nice Experience but sometimes got costlier	__FROM__	Uber	problem discovery
it will not let me log in after multiple attempts to change password	__FROM__	Uber	problem discovery
When I do that they tell me the same thing that they can not discuss someone else account with me .	__FROM__	Uber	problem discovery
Now , i am not able to reset my password	__FROM__	Uber	problem discovery
not able to reset my password ?	__FROM__	Uber	problem discovery
application doest work , lost a customer	__FROM__	Uber	problem discovery
On their own the application and the website suddenly stopped recognizing my registered cell phone number .	__FROM__	Uber	problem discovery
impossible to log in , never ending security checks , mails , sms .	__FROM__	Uber	problem discovery
can never book a ride , always says error has occurred .	__FROM__	Uber	problem discovery
contacted customer support but no solution so far , terrible service	__FROM__	Uber	problem discovery
worst most worst worst than worst application is this i am trying to login after i changed my phone but it is not allowing me to.i tried with forget password then also it is always taking me back to login page , such a garbage	__FROM__	Uber	problem discovery
Refused to verify my payment and left me stranded in Sydney .	__FROM__	Uber	problem discovery
freeze too much in my s9 plus .	__FROM__	Uber	problem discovery
unable to login to your application	__FROM__	Uber	problem discovery
Really a Bad application if u are choosing a electronic payment options , almost all drivers declined it Pathetic experience	__FROM__	Uber	problem discovery
The application has a lot of errors that allows uber and the drivers to abuse and make false charges to the customer .	__FROM__	Uber	problem discovery
Left me stranded , could not call for an Uber .	__FROM__	Uber	problem discovery
I have not used it for long time but can not get it to work on my new phone because I do not have my old expired cc card info .	__FROM__	Uber	problem discovery
Auto Driver did not turn up at all .	__FROM__	Uber	problem discovery
Each time I start to use this company again , something always happen .	__FROM__	Uber	problem discovery
I have forgotten password and i am not able to get it back please help	__FROM__	Uber	problem discovery
I have literally tried to wave down drivers , messaged them , and even had a driver cancel right as i was getting in the car and almost run over my feet .	__FROM__	Uber	problem discovery
The application will say 6min till your ride is there and then the driver will already be there , wait less than a min and cancel your ride which charges you , then uber ignores disputes to get your money back .	__FROM__	Uber	problem discovery
been trying to set up a ride for 12/29 but having trouble	__FROM__	Uber	problem discovery
